,id_municipio,sigla_uf,ano,rbc_corrente,rbc_transf,d_educacao,d_educacao_fund,d_educacao_inf,taxa_aprovacao_inicial,indicador_rendimento_inicial,nota_saeb_matematica_inicial,nota_saeb_lingua_portuguesa_inicial,ideb_inicial,taxa_aprovacao_final,indicador_rendimento_final,nota_saeb_matematica_final,nota_saeb_lingua_portuguesa_final,ideb_final,inse_2019,populacao_estimada,populacao_0_15_anos,pib,name_region
12776,5201108,GO,2017,1010201902.46,650013780.44,264458779.51,193245179.05,62160876.4,95.6,0.95730603,234.77,228.41,6.3,90.8,0.91209102,270.98,267.55,5.1,5.1481,376922,80564,14211153062,Centro Oeste
12777,5201108,GO,2019,1072499731.06,663117577.63,281302021.36,190126089.98,73658501.76,96.5,0.965563,237.27,223.82,6.3,92.6,0.93149102,266.82,261.23,5.1,5.1481,386923,81364,14738302154,Centro Oeste
12790,5205901,GO,2013,30081882.52,27884664.11,6815844.54,5788495.03,890310.54,97.6,0.97684401,255.27,234.08,6.9,,,,,,5.2792,8797,1848,468732271,Centro Oeste
12791,5205901,GO,2015,36684190.69,33047597.5,8862634.72,6998871.54,1410566.76,99.0,0.99026799,,,7.2,,,,,,5.2792,9116,1867,460624035,Centro Oeste
12792,5205901,GO,2017,44290932.29,38996083.03,12398741.47,12398741.47,0.0,99.1,0.98989099,256.57,248.33,7.3,94.9,0.942348,,,,5.2792,9422,1893,587907023,Centro Oeste
12793,5205901,GO,2019,54984156.79,48479466.75,12751272.92,8903853.38,2922372.35,99.2,0.99232203,253.86,238.08,7.1,,,,,,5.2792,9723,1925,561691622,Centro Oeste
12829,5108402,MT,2013,383616131.38,250919045.8,90437786.03,45081153.18,32114006.45,96.0,0.95666701,195.67,183.44,4.8,91.0,0.89023501,225.42,225.85,3.7,4.8707,266879,66890,5285653796,Centro Oeste
12830,5108402,MT,2015,459558133.09,300354619.7,99880861.7,80676820.01,3143570.72,95.3,0.95156997,,,5.2,87.4,0.86988097,,,3.5,4.8707,273059,67168,6268147233,Centro Oeste
12831,5108402,MT,2017,534619749.04,350793635.64,136489630.78,81239016.31,21660964.03,96.6,0.96547198,205.91,198.16,5.3,95.0,0.95210999,224.44,223.47,3.9,4.8707,278940,67530,7895656292,Centro Oeste
12832,5108402,MT,2019,682400218.81,455004986.52,159064982.36,102381197.73,32163138.47,97.6,0.97423202,218.13,205.71,5.7,94.8,0.952084,235.44,232.08,4.2,4.8707,284971,68126,8596627664,Centro Oeste
12888,5103106,MT,2013,17841833.09,16191943.81,4122522.5,2191813.01,50532.17,98.4,0.980959,178.77,168.05,4.3,,,,,,4.9024,5645,1411,97992535,Centro Oeste
12889,5103106,MT,2015,26105389.6,21814801.67,5371416.42,2281682.9,68229.39,99.7,0.996759,,,4.8,,,,,,4.9024,5664,1363,125254609,Centro Oeste
12890,5103106,MT,2017,30114960.51,25298267.53,6258367.0,2757607.74,16007.88,98.5,0.98543698,206.66,190.42,5.3,100.0,1.0,,,,4.9024,5682,1318,137949030,Centro Oeste
12891,5103106,MT,2019,36920913.85,31248993.08,8076851.58,4065688.96,184617.16,96.7,0.96551198,,,,,,,,,4.9024,5700,1278,165707716,Centro Oeste
12923,5208707,GO,2013,3023537398.14,1803666413.28,675732109.72,588721159.58,25088771.54,97.8,0.977579,207.94,198.94,5.4,95.3,0.95118803,241.25,240.47,4.5,5.0733,1389597,284249,40182653611,Centro Oeste
12924,5208707,GO,2015,3567095151.18,2019504349.07,807111305.69,350108435.51,22708407.61,97.5,0.97522497,,,5.6,94.4,0.93951398,,,4.6,5.0733,1433147,289695,46631191417,Centro Oeste
12925,5208707,GO,2017,4288468218.84,2247018801.13,837585143.8,384708648.2,17768621.34,97.6,0.97512501,212.82,213.94,5.8,95.0,0.94919598,245.69,252.57,4.7,5.0733,1474900,293640,49049177650,Centro Oeste
12926,5208707,GO,2019,5162264003.63,2546884476.08,1097092987.8,642099328.41,342485299.59,99.1,0.99070901,218.22,213.08,5.9,98.0,0.97708899,252.33,256.47,5.0,5.0733,1516113,298573,52914393605,Centro Oeste
12978,5204250,GO,2013,40036104.52,29330830.0,10147960.31,8558421.31,1585670.81,98.4,0.98377699,225.71,210.72,6.0,93.9,0.93127102,252.22,239.39,4.5,5.0864,8289,1726,593475186,Centro Oeste
12979,5204250,GO,2015,45774868.85,38199296.74,12575406.74,9498310.61,1423501.55,96.2,0.96181297,,,5.7,87.8,0.87485498,,,4.5,5.0864,8212,1627,751868484,Centro Oeste
12980,5204250,GO,2017,51835807.56,40515057.55,12851591.64,10372742.52,1573648.4,98.2,0.98354399,235.5,226.82,6.5,87.2,0.86610401,258.5,270.23,4.7,5.0864,8139,1563,901457107,Centro Oeste
12981,5204250,GO,2019,52768184.79,42558933.08,13110003.22,11097479.26,1778761.67,97.1,0.97374302,241.49,227.38,6.5,,,,,,5.0864,8067,1504,820204668,Centro Oeste
13103,5212956,GO,2013,14343261.41,12841597.46,2797263.32,2477041.75,60.0,98.9,0.990233,203.39,182.21,5.1,,,,,,4.8146,4445,948,71279399,Centro Oeste
13104,5212956,GO,2015,16690721.79,14795395.45,3603647.6,3464885.2,129059.6,96.8,0.967094,,,4.9,,,,,,4.8146,4413,872,86676499,Centro Oeste
13105,5212956,GO,2017,18157116.71,15656450.33,3849405.8,3849405.8,0.0,98.0,0.977561,199.35,193.27,5.2,94.9,0.949,,,,4.8146,4381,833,88937629,Centro Oeste
13106,5212956,GO,2019,22672230.03,19710677.31,4492331.76,4492331.76,0.0,97.9,0.97778201,196.91,191.3,5.1,,,,,,4.8146,4351,797,106229145,Centro Oeste
13127,5205521,GO,2013,14142962.27,12492487.48,3212506.75,3212506.75,0.0,99.3,0.99210298,245.85,207.88,6.4,98.8,0.986202,227.91,223.36,4.1,4.9732,3517,932,36939220,Centro Oeste
13128,5205521,GO,2015,16850076.71,14176966.58,4402396.8,4379597.28,22799.52,99.6,0.99510598,,,4.9,,,,,,4.9732,3471,867,42757222,Centro Oeste
13129,5205521,GO,2017,18184069.24,16273608.28,4405664.18,4405664.18,0.0,100.0,1.0,204.85,199.63,5.5,,,,,,4.9732,3426,836,46468880,Centro Oeste
13130,5205521,GO,2019,19438274.65,18433609.5,5259143.13,4932486.3,231105.65,99.7,0.996759,203.58,188.99,5.3,,,,,,4.9732,3382,810,49023463,Centro Oeste
13159,5206305,GO,2013,11881586.42,11129674.58,2964084.75,2898844.53,17376.38,91.9,0.91446799,204.33,200.72,5.0,84.5,0.84255397,240.57,263.91,4.3,5.2752,2979,598,59605735,Centro Oeste
13160,5206305,GO,2015,13362568.87,12901478.54,3718003.94,3586292.35,53936.53,92.4,0.927953,,,5.2,82.9,0.82207203,,,4.5,5.2752,2974,574,64358483,Centro Oeste
13161,5206305,GO,2017,17473063.51,16487522.27,4802307.25,4666926.89,67316.81,94.1,0.94028997,203.0,215.66,5.4,86.0,0.87938702,257.04,270.82,4.8,5.2752,2970,558,72099259,Centro Oeste
13162,5206305,GO,2019,21464628.59,18486105.4,4468311.53,4365102.58,46907.91,93.0,0.92705297,209.07,201.69,5.2,85.3,0.84429502,259.05,269.3,4.6,5.2752,2966,543,81567507,Centro Oeste
13195,5201454,GO,2013,15311583.3,12956197.32,3422975.39,2309808.86,132793.32,97.9,0.97790098,209.8,191.94,5.3,86.8,0.88021898,239.78,242.07,4.1,5.0575,2472,542,55894404,Centro Oeste
13196,5201454,GO,2015,16035615.97,14180634.66,4422416.05,2687457.39,149596.51,96.3,0.96408999,,,5.6,97.2,0.97113001,,,5.0,5.0575,2473,528,69504730,Centro Oeste
13197,5201454,GO,2017,18064566.23,15367458.67,5707143.52,3143486.64,523569.64,91.1,0.90388101,225.44,215.33,5.6,92.4,0.92187798,249.08,254.16,4.7,5.0575,2473,501,88026486,Centro Oeste
13198,5201454,GO,2019,23736589.86,18548108.99,6384026.51,5163899.67,336010.44,93.6,0.9382,208.46,197.07,5.2,96.0,0.959903,244.92,247.27,4.7,5.0575,2474,476,84493123,Centro Oeste
13239,5107701,MT,2013,31567262.54,26487632.17,11132329.12,9373777.04,783051.11,90.5,0.90096402,170.27,160.16,3.7,84.9,0.85324597,,,,4.5732,17851,4223,172273055,Centro Oeste
13240,5107701,MT,2015,34556668.17,30714543.91,12929089.62,9352634.88,3238046.26,,,,,,,,,,,4.5732,17671,3915,264068142,Centro Oeste
13241,5107701,MT,2017,45875684.54,35318412.33,14022544.75,12153879.88,1575842.0,91.2,0.912965,174.58,174.44,4.1,80.6,0.80731702,230.97,218.83,3.4,4.5732,17465,3751,282568508,Centro Oeste
13242,5107701,MT,2019,46196348.34,37866558.97,14362691.7,12401272.53,548247.56,95.1,0.94783503,198.71,179.19,4.8,95.5,0.95672101,236.44,230.97,4.3,4.5732,17151,3557,307031212,Centro Oeste
13307,5106653,MT,2013,14035968.71,11217127.05,3362612.08,2935403.12,427208.96,93.2,0.92421198,205.77,189.11,4.9,85.0,0.86071801,250.61,259.22,4.4,5.0413,5898,1348,54836436,Centro Oeste
13308,5106653,MT,2015,17942826.27,13925926.75,3014602.88,2547139.61,467463.27,92.9,0.93018103,,,4.5,94.7,0.94757497,,,4.3,5.0413,6177,1364,71351038,Centro Oeste
13309,5106653,MT,2017,11700203.28,10883940.98,1790705.51,1344691.71,443713.8,92.8,0.92810798,210.63,205.61,5.3,93.4,0.93454403,254.91,260.3,4.9,5.0413,6442,1359,85707044,Centro Oeste
13310,5106653,MT,2019,18260438.2,16177300.6,3386789.49,2055242.63,818414.74,98.6,0.985861,219.25,206.41,5.8,87.7,0.880126,255.16,246.8,4.4,5.0413,6711,1360,79787130,Centro Oeste
13387,5211305,GO,2013,27233790.93,17730443.57,7038590.53,6111969.25,711224.72,95.6,0.95804602,237.6,213.08,6.1,,,,,,5.2248,6670,1513,165114218,Centro Oeste
13388,5211305,GO,2015,29089772.35,20611575.34,6267527.02,5445390.1,362111.3,97.6,0.97990501,,,6.5,,,,,,5.2248,6846,1494,209233734,Centro Oeste
13389,5211305,GO,2017,32858908.5,24171597.97,6530937.74,5894035.75,343369.61,97.8,0.98000997,241.69,226.77,6.6,77.3,0.75502902,,,,5.2248,7013,1479,244371167,Centro Oeste
13390,5211305,GO,2019,36201909.9,29954828.05,7414791.15,6540069.11,632552.61,98.6,0.98552001,263.72,237.14,7.2,,,,,,5.2248,7178,1472,238994961,Centro Oeste
13391,5101803,MT,2013,108832225.96,78450361.73,25542659.63,22218753.26,3305652.62,98.5,0.984842,213.32,198.13,5.6,88.1,0.88371801,243.58,237.02,4.1,5.0475,58877,13448,1222005009,Centro Oeste
13392,5101803,MT,2017,169532143.98,122896411.58,34004183.57,30002410.54,4001773.03,97.4,0.97249103,216.0,209.74,5.7,88.4,0.88630402,249.03,248.3,4.4,5.0475,60304,12892,1754790854,Centro Oeste
13393,5101803,MT,2019,210816430.04,162820999.59,41850966.65,30641857.6,11188666.99,96.9,0.96798003,215.41,208.97,5.7,90.0,0.90202397,252.72,245.92,4.5,5.0475,61012,12685,2110337295,Centro Oeste
13472,5003751,MS,2013,30488575.18,27253908.25,6977569.47,5692661.53,1284907.94,77.1,0.77870601,208.72,189.83,4.2,79.1,0.79904699,252.0,243.47,3.9,5.0492,12058,2975,264237821,Centro Oeste
13473,5003751,MS,2015,34075725.32,29150401.91,7184355.86,6022524.61,835249.22,85.4,0.845586,,,4.6,71.7,0.70644802,,,3.3,5.0492,12159,2927,287676817,Centro Oeste
13474,5003751,MS,2017,39877008.28,32996756.96,7969047.2,6910883.28,682680.2,85.7,0.84573799,205.47,200.92,4.7,76.2,0.74129099,266.02,263.54,4.1,5.0492,12256,2890,353752320,Centro Oeste
13475,5003751,MS,2019,47650867.85,38816031.16,9244313.88,7219563.96,2024749.92,83.8,0.83424002,,,,,,,,,5.0492,12353,2859,356360858,Centro Oeste
13484,5106109,MT,2013,23002242.42,18026669.33,7898724.14,6717747.18,699765.33,98.5,0.985847,187.85,168.41,4.5,94.2,0.94307703,194.05,197.77,3.0,4.5176,11785,2750,117940111,Centro Oeste
13485,5106109,MT,2015,28660924.48,23587317.82,10585883.81,7915808.68,2094846.62,99.5,0.99518502,,,5.0,97.7,0.97652,,,3.9,4.5176,11713,2606,158091647,Centro Oeste
13486,5106109,MT,2017,35563682.65,28293770.22,12587200.25,10425054.8,1837926.74,97.9,0.97868299,210.13,198.27,5.5,95.2,0.95176101,248.1,244.78,4.6,4.5176,12853,2785,256234885,Centro Oeste
13487,5106109,MT,2019,47003241.55,37939213.83,15714067.24,13316133.29,2253878.65,99.3,0.99275398,,,,99.4,0.99446499,,,,4.5176,13216,2806,300773240,Centro Oeste
13532,5222054,GO,2013,19542424.73,17392578.92,5478763.52,1434408.94,0.0,94.3,0.94319201,226.8,193.67,5.5,93.7,0.934883,250.22,240.16,4.5,5.0023,7921,1875,259421576,Centro Oeste
13533,5222054,GO,2015,26336088.53,22424388.5,5976735.39,5698222.77,278512.62,93.7,0.93578303,,,6.1,99.7,0.99748099,,,5.7,5.0023,8204,1908,322298361,Centro Oeste
13534,5222054,GO,2017,33409285.6,27695082.39,6540360.59,6236508.87,273851.72,96.6,0.96720302,242.72,236.97,6.7,99.0,0.989052,262.36,269.23,5.5,5.0023,8476,1932,350838524,Centro Oeste
13535,5222054,GO,2019,41294732.78,31464351.45,7393483.95,6649607.26,440459.84,97.4,0.973194,236.07,223.85,6.4,100.0,1.0,275.35,272.27,5.8,5.0023,8743,1963,342355634,Centro Oeste
13548,5220264,GO,2013,13573480.92,12303564.18,2803967.94,2779108.56,24859.38,92.0,0.915075,212.75,209.47,5.3,89.1,0.89786899,,,,5.0982,3903,865,94147502,Centro Oeste
13549,5220264,GO,2015,16027992.5,13742660.77,4557534.85,4352554.9,69596.65,94.2,0.94123799,,,5.5,91.2,0.91550899,,,5.1,5.0982,3956,849,107181568,Centro Oeste
13550,5220264,GO,2017,17764867.37,15509784.21,4728558.32,4584589.62,136276.86,94.5,0.93945402,198.27,179.78,4.7,88.5,0.89245301,261.44,258.64,4.8,5.0982,4007,839,135671172,Centro Oeste
13551,5220264,GO,2019,26821676.59,18974516.54,5469991.13,5140113.42,326355.86,99.7,0.99757701,216.77,209.8,5.9,98.1,0.98188001,272.73,269.58,5.6,5.0982,4057,832,157383152,Centro Oeste
13560,5101258,MT,2013,31738373.75,26722230.78,6732145.35,4504373.87,1566216.99,100.0,1.0,202.35,183.78,5.2,97.1,0.95093203,,,,4.8295,16075,3895,303229000,Centro Oeste
13561,5101258,MT,2015,36537398.43,30710816.98,8212683.23,6359797.1,1576307.07,100.0,1.0,,,5.4,98.1,0.967466,,,,4.8295,16350,3837,370701682,Centro Oeste
13562,5101258,MT,2017,43558492.47,37870080.6,9386803.48,6999762.93,2312660.09,99.8,0.99839002,208.64,200.13,5.6,100.0,1.0,,,,4.8295,16556,3790,417616655,Centro Oeste
13563,5101258,MT,2019,54479941.89,41923331.73,10793452.08,7707662.16,2951969.3,99.8,0.99859202,210.35,207.44,5.7,,,,,,4.8295,16822,3769,472441766,Centro Oeste
13564,5217609,GO,2013,126267380.65,107578926.04,64056261.94,64056261.94,0.0,88.1,0.881787,196.61,182.61,4.4,80.3,0.814686,228.85,225.5,3.5,4.8827,85439,24093,778671887,Centro Oeste
13565,5217609,GO,2015,143423821.06,118577503.9,80823732.66,78664315.04,0.0,90.9,0.90862799,,,5.0,80.6,0.81522697,,,3.9,4.8827,87017,23446,914806700,Centro Oeste
13566,5217609,GO,2017,167504446.13,137319527.76,79033813.96,77037105.27,0.0,90.6,0.90759099,211.05,207.0,5.2,81.0,0.81469297,242.66,249.83,4.0,4.8827,88527,23224,1017599071,Centro Oeste
13567,5217609,GO,2019,190935451.05,157963624.22,85832395.67,85825006.93,0.0,90.7,0.90448803,212.13,203.55,5.2,82.7,0.83594197,246.77,248.75,4.1,4.8827,89918,23065,1206490165,Centro Oeste
13596,5221403,GO,2013,134565555.92,97246132.53,36630273.65,35340700.72,287732.89,96.1,0.96185201,204.86,191.47,5.2,86.9,0.86915898,245.5,247.19,4.2,4.9054,113509,26619,1435804907,Centro Oeste
13597,5221403,GO,2015,161281863.96,117886897.54,46636922.59,43467804.72,2879930.64,96.3,0.96285999,,,5.5,92.3,0.92507201,,,4.5,4.9054,118365,26819,1895682389,Centro Oeste
13598,5221403,GO,2017,203717805.94,143985352.87,50934449.63,46946243.68,2089420.45,96.6,0.96406502,213.8,211.14,5.7,96.5,0.968858,237.72,255.02,4.7,4.9054,123012,27175,2065330708,Centro Oeste
13599,5221403,GO,2019,249633401.17,175649355.14,65751902.05,61305470.52,3331025.77,99.2,0.992145,230.3,220.75,6.3,98.7,0.99009699,253.71,254.52,5.1,4.9054,127599,27622,2211794402,Centro Oeste
13604,5104500,MT,2013,12177454.56,10612662.77,2229973.97,2176252.32,53721.65,86.8,0.862863,178.21,152.0,3.6,91.4,0.92183298,248.1,240.02,4.4,4.6757,2529,673,36515072,Centro Oeste
13605,5104500,MT,2015,14109724.95,13170426.85,2674331.28,2521063.15,153268.13,91.2,0.91028899,,,4.5,91.3,0.91561502,,,4.0,4.6757,2586,670,47319899,Centro Oeste
13606,5104500,MT,2017,15945391.88,14719765.17,3789669.97,3303547.42,486122.55,94.6,0.93772602,202.64,189.33,4.9,81.9,0.80864203,245.19,239.69,3.8,4.6757,2696,670,57092257,Centro Oeste
13607,5104500,MT,2019,19304392.72,18039217.65,4520152.89,3986548.24,533604.65,94.6,0.94161499,191.96,161.36,4.3,87.2,0.88553399,239.36,234.5,4.0,4.6757,2752,655,73488873,Centro Oeste
13612,5004106,MS,2013,22970680.22,20489221.0,6320411.09,5549930.19,573315.53,86.0,0.85500097,204.52,190.41,4.6,92.3,0.938362,232.16,232.21,4.1,4.9001,10339,2539,149546793,Centro Oeste
13613,5004106,MS,2015,27089918.16,23623697.56,6031883.03,5152417.26,879465.77,87.5,0.87437397,,,4.8,86.5,0.88122398,,,4.1,4.9001,10188,2386,194274629,Centro Oeste
13614,5004106,MS,2017,29043770.23,24250942.52,6583030.19,5246560.71,1336469.48,91.0,0.909958,207.22,206.07,5.2,87.0,0.841066,258.41,255.46,4.4,4.9001,10041,2302,233581318,Centro Oeste
13615,5004106,MS,2019,36796005.42,30845687.02,7253130.54,5188933.89,1732982.38,89.1,0.88465101,205.38,194.8,4.8,,,,,,4.9001,9895,2219,241759234,Centro Oeste
13636,5212303,GO,2013,17539265.2,16196903.99,5195740.19,4941366.27,254373.92,91.6,0.92042899,204.46,190.02,4.9,81.9,0.76971298,,,,4.9756,8038,1860,182211636,Centro Oeste
13637,5212303,GO,2015,20149135.38,17902026.46,6486280.46,6373033.6,113246.86,92.7,0.93566197,,,5.2,92.5,0.92790902,,,,4.9756,8047,1798,162417027,Centro Oeste
13638,5212303,GO,2017,21481506.18,18998870.03,6746673.56,6670699.61,75973.95,93.7,0.94553202,206.36,196.88,5.2,90.4,0.89461702,,,,4.9756,7638,1627,205550783,Centro Oeste
13639,5212303,GO,2019,26577176.14,24385168.55,6690268.08,6675002.24,15265.84,94.8,0.954234,197.05,178.55,4.7,,,,,,4.9756,7647,1584,267522631,Centro Oeste
13767,5102504,MT,2013,114434527.7,80443656.57,38356430.82,31801020.83,3869214.97,95.1,0.95092702,188.41,173.25,4.5,90.5,0.90529299,239.16,234.63,4.1,4.5498,91403,23717,1196780564,Centro Oeste
13768,5102504,MT,2015,161743162.47,97430318.05,48066192.71,38516965.48,5015617.03,95.5,0.95521998,,,4.6,91.7,0.91807598,,,4.3,4.5498,92435,23330,1554182084,Centro Oeste
13769,5102504,MT,2017,195656554.79,116864324.45,59982364.58,48397731.52,4891925.35,95.6,0.95644599,198.99,191.66,5.0,93.2,0.934389,238.8,240.91,4.4,4.5498,93378,23011,1816340063,Centro Oeste
13770,5102504,MT,2019,231242551.27,150797732.33,73932652.66,58076601.76,9344745.69,97.9,0.97886902,200.46,190.16,5.1,92.8,0.92927599,240.22,243.63,4.4,4.5498,94376,22762,1910179938,Centro Oeste
13830,5106208,MT,2013,13279607.19,11502666.96,2272371.29,2177503.58,8932.65,,,,,,,,,,,5.1147,4418,1034,48031848,Centro Oeste
13831,5106208,MT,2015,17323871.47,14869818.13,2447622.0,2360446.47,113.5,,,,,,,,,,,5.1147,4213,913,59940967,Centro Oeste
13832,5106208,MT,2017,19411280.98,16225133.22,2995739.91,2863548.67,0.0,100.0,1.0,,,,95.3,0.93776602,230.07,227.08,4.0,5.1147,4028,848,73313377,Centro Oeste
13833,5106208,MT,2019,22737868.69,20509757.02,3422681.93,2146423.0,847801.38,,,,,,98.1,0.97956997,261.7,245.33,5.0,5.1147,3829,782,77445878,Centro Oeste
13854,5204607,GO,2013,11452087.13,10846880.07,3205211.59,3083908.77,33403.76,98.2,0.98129803,234.53,209.02,6.1,93.2,0.931593,265.85,262.33,5.1,4.842,3509,755,41594243,Centro Oeste
13855,5204607,GO,2015,14697209.67,14365399.08,0.0,0.0,0.0,97.2,0.97369599,,,5.6,82.8,0.827999,,,,4.842,3551,720,50337937,Centro Oeste
13856,5204607,GO,2017,14697209.67,14365399.08,0.0,0.0,0.0,100.0,1.0,242.82,225.38,6.7,100.0,1.0,,,,4.842,3590,708,53843943,Centro Oeste
13857,5204607,GO,2019,17742522.58,17192286.12,4394080.82,4260646.06,42353.05,91.7,0.92715198,255.89,238.8,6.7,,,,,,4.842,3630,699,58058683,Centro Oeste
14097,5219803,GO,2013,25037404.22,22979729.02,6923968.55,6883190.98,37969.17,92.1,0.92425197,215.74,194.47,5.2,84.4,0.84346497,214.55,218.27,3.3,4.3678,11971,3153,122499463,Centro Oeste
14098,5219803,GO,2015,28629993.15,23960881.36,8311069.23,7204496.32,82986.47,93.5,0.93259197,,,5.1,92.9,0.95715898,,,4.1,4.3678,12308,3124,143868708,Centro Oeste
14099,5219803,GO,2017,29606831.16,26129848.74,9512705.02,9225962.49,113862.0,95.3,0.95193601,206.96,202.86,5.3,88.9,0.89240998,252.67,264.51,4.7,4.3678,12630,3134,147985176,Centro Oeste
14100,5219803,GO,2019,33379860.41,29259456.33,10520591.5,10515402.44,1176.0,89.8,0.90720099,219.02,207.28,5.4,94.6,0.93351001,229.85,223.6,3.9,4.3678,12949,3152,174053692,Centro Oeste
14132,5107768,MT,2013,18458964.57,15947868.47,4168109.34,3798039.82,165198.22,99.2,0.99087602,230.32,203.89,6.0,91.8,0.91546398,254.88,245.78,4.6,5.1037,2828,761,370870437,Centro Oeste
14133,5107768,MT,2015,23710185.66,20651821.64,5037242.51,2489842.72,1538158.29,99.6,0.99593502,,,7.2,97.4,0.97945303,,,5.3,5.1037,3034,804,379497867,Centro Oeste
14134,5107768,MT,2017,25669056.0,23235138.29,5532765.91,2940977.18,1064418.12,99.6,0.99614102,241.25,225.13,6.6,91.3,0.91078001,262.33,263.64,4.9,5.1037,3230,839,572772181,Centro Oeste
14135,5107768,MT,2019,34774221.76,29485680.41,7190912.86,3977206.98,1349686.35,100.0,1.0,234.3,226.02,6.5,96.7,0.96750301,259.14,257.95,5.1,5.1037,3429,877,515811790,Centro Oeste
14206,5106372,MT,2013,35958641.18,31669804.67,10989032.76,9665016.38,436293.97,98.7,0.98581702,219.13,174.44,5.2,91.8,0.91838402,229.17,239.28,4.1,4.7884,16607,3923,494281244,Centro Oeste
14207,5106372,MT,2015,45051173.16,40012721.33,13042189.36,10732306.74,1482791.68,97.8,0.98109001,,,5.8,97.9,0.97910303,,,4.0,4.7884,16963,3840,667420501,Centro Oeste
14208,5106372,MT,2017,53799929.69,47769479.52,15034957.41,12293245.06,960589.31,99.0,0.98916799,216.22,215.69,5.9,97.9,0.98182303,207.13,202.64,3.4,4.7884,17282,3816,716619627,Centro Oeste
14209,5106372,MT,2019,66245052.94,59808763.29,17556627.0,13337617.25,1193899.88,99.9,0.99879402,218.16,203.08,5.8,96.9,0.96806997,219.91,241.86,4.2,4.7884,17626,3808,839990217,Centro Oeste
14218,5204300,GO,2013,40963300.73,33838771.04,10743218.81,9375940.88,430973.45,94.1,0.94113201,224.21,210.16,5.7,94.4,0.94392103,252.71,247.66,4.7,5.1751,14359,2821,475986989,Centro Oeste
14219,5204300,GO,2015,50161980.24,40566973.98,11599744.16,10208161.07,362539.82,91.0,0.909877,,,5.6,93.4,0.935853,,,5.0,5.1751,14928,2836,567824775,Centro Oeste
14220,5204300,GO,2017,60625274.44,47768464.01,14326613.44,12279488.25,1171705.91,92.8,0.92959499,233.71,232.52,6.2,93.9,0.93767399,274.01,273.5,5.4,5.1751,15472,2882,844418483,Centro Oeste
14221,5204300,GO,2019,81232494.59,63102326.07,17391743.8,13256031.15,2912783.56,92.5,0.92098898,234.35,220.5,5.9,94.7,0.945728,273.73,268.67,5.4,5.1751,16009,2938,842233814,Centro Oeste
14237,5108204,MT,2013,14421497.59,11514248.88,2816593.59,1862808.06,0.0,,,,,,,,,,,4.7673,3991,730,63463924,Centro Oeste
14238,5108204,MT,2015,16902184.52,14283502.35,4295518.0,2171097.56,1395496.43,100.0,1.0,,,5.5,,,,,,4.7673,3860,660,83736576,Centro Oeste
14239,5108204,MT,2017,18858646.58,17044959.17,4031219.4,1779874.85,1520805.58,99.4,0.992374,234.33,230.13,6.6,100.0,1.0,,,,4.7673,3735,606,87276915,Centro Oeste
14240,5108204,MT,2019,17901492.05,16199323.56,3490672.52,1976348.55,961570.29,100.0,1.0,219.22,210.67,6.0,,,,,,4.7673,3609,556,111061383,Centro Oeste
14265,5200555,GO,2013,72805436.04,64993597.44,10968450.95,10772568.45,0.0,94.4,0.94720203,232.33,216.27,6.0,78.0,0.77380598,249.97,240.19,3.7,5.165,5201,1297,568339021,Centro Oeste
14266,5200555,GO,2015,74481506.83,64912314.87,13341623.11,0.0,0.0,96.9,0.96728897,,,6.1,90.3,0.90960097,,,5.1,5.165,5619,1401,509306217,Centro Oeste
14267,5200555,GO,2017,68148675.79,59974727.74,11475474.06,11328527.42,0.0,95.3,0.95509702,247.66,230.36,6.6,94.5,0.94499999,,,,5.165,6019,1511,692575755,Centro Oeste
14268,5200555,GO,2019,103184324.11,69111926.23,21727765.82,20273998.04,640538.38,97.5,0.9756,246.38,219.21,6.5,90.2,0.91538501,279.89,275.92,5.4,5.165,6414,1625,944753510,Centro Oeste
14273,5208004,GO,2013,170969462.88,136805274.21,58501757.37,56765536.01,1670079.31,93.1,0.93212301,206.94,185.24,4.9,90.0,0.90531701,240.55,234.99,4.2,4.9271,108522,27607,1558103387,Centro Oeste
14274,5208004,GO,2015,207067997.81,147779313.21,60756642.92,20822554.43,38091892.61,93.3,0.92951697,,,5.2,86.4,0.86774302,,,4.3,4.9271,113035,27790,1934864022,Centro Oeste
14275,5208004,GO,2017,235607743.06,174873867.64,75743231.96,33011070.18,39450371.19,92.1,0.92660099,211.02,201.85,5.2,82.5,0.82570201,238.03,236.96,3.8,4.9271,117354,27968,2307202124,Centro Oeste
14276,5208004,GO,2019,277643792.9,206646296.43,80912723.35,72651177.22,273359.79,92.3,0.922521,216.91,206.02,5.4,84.4,0.847835,243.86,241.66,4.0,4.9271,121617,28232,2445282091,Centro Oeste
14326,5218300,GO,2013,55964008.72,43983465.32,18342943.23,18287175.24,0.0,94.2,0.94572002,230.11,212.52,5.9,83.4,0.83169001,274.39,268.89,4.8,4.8862,33635,9148,359953810,Centro Oeste
14327,5218300,GO,2015,70470510.57,53403855.34,22158077.08,22155129.58,0.0,95.3,0.95730197,,,5.9,85.1,0.86009097,,,5.3,4.8862,34758,9167,434007133,Centro Oeste
14328,5218300,GO,2017,74970560.44,60407083.51,27474647.42,26103468.96,1368867.76,96.3,0.96130002,238.88,231.58,6.5,89.4,0.89595801,285.27,282.23,5.5,4.8862,35839,9261,494560256,Centro Oeste
